id,image,text,source_name
207,images/000207.png,猎豹追捕羚羊,猎豹追捕羚羊.PNG
405,images/000405.png,珍爱生命，拒绝毒品,珍爱生命，拒绝毒品.PNG
154,images/000154.png,几丁质是外骨骼的重要组成成分,几丁质是外骨骼的重要组成成分.PNG
130,images/000130.png,航天员穿的航天服,航天员穿的航天服.PNG
205,images/000205.png,链条和齿轮,链条和齿轮.PNG
105,images/000105.png,风力发电机,风力发电机.PNG
96,images/000096.png,发芽的玉米粒,发芽的玉米粒.PNG
310,images/000310.png,水龙头,水龙头.PNG
71,images/000071.png,地球,地球.PNG
210,images/000210.png,硫粉,硫粉.PNG
298,images/000298.png,使用电火花计时器,使用电火花计时器.PNG
108,images/000108.png,钢水注入干燥的模具,钢水注入干燥的模具.PNG
70,images/000070.png,地层中有大量化石的示意图,地层中有大量化石的示意图.PNG
216,images/000216.png,氯化铜溶液的电解装置示意图,氯化铜溶液的电解装置示意图.png
52,images/000052.png,储存液氯的钢瓶,储存液氯的钢瓶.PNG
59,images/000059.png,大气环境和水环境监测,大气环境和水环境监测.PNG
278,images/000278.png,软骨发育不全的患儿,软骨发育不全的患儿.PNG
